BankId,BankgroupId,Capacity,ChannelId,ColumnId,CpuId,DimmId,FrequencyMHz,LogTime,Manufacturer,MaxSpeedMHz,McaBank,MciAddr,Model,PN,RankId,RetryRdErrLog,RetryRdErrLogParity,RowId,burst_info,deviceID,error_type_full_name,memory_type,region
2,0,32,4,1016,0,0,2600.0,1704148094,A,4000,P,158945787264,N,AB,0,108559,201326592,101410,,,CE.SCRUB,DDR4,P
2,0,32,1,432,0,0,,1704087150,A,4000,P,158945682688,N,AB,0,107021,134217728,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [3], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,4,432,0,0,2600.0,1704087136,A,4000,P,158945682688,N,AB,0,107021,134217728,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [3], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,1,448,0,0,,1704039629,A,4000,P,158945684224,N,AB,0,107021,134217728,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [3], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,1,448,0,0,,1704058349,A,4000,P,158945684224,N,AB,0,107021,134217728,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [3], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,4,448,0,0,2600.0,1704039628,A,4000,P,158945684224,N,AB,0,107021,134217728,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [3], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,4,448,0,0,2600.0,1704058306,A,4000,P,158945684224,N,AB,0,107021,134217728,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [3], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,1,688,0,0,,1704046594,A,4000,P,158945756416,N,AB,0,107021,67108864,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [2], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,4,688,0,0,2600.0,1704046591,A,4000,P,158945756416,N,AB,0,107021,67108864,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [2], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,1,696,0,0,,1704041069,A,4000,P,158945756544,N,AB,0,107021,33554432,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [1], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,1,696,0,0,,1704077189,A,4000,P,158945756544,N,AB,0,107021,33554432,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [1], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,1,696,0,0,,1704089189,A,4000,P,158945756544,N,AB,0,107021,33554432,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [1], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,1,696,0,0,,1704104189,A,4000,P,158945756544,N,AB,0,107021,33554432,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [1], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,1,696,0,0,,1704144989,A,4000,P,158945756544,N,AB,0,107021,33554432,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [1], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,4,696,0,0,2600.0,1704041034,A,4000,P,158945756544,N,AB,0,107021,33554432,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [1], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,4,696,0,0,2600.0,1704077169,A,4000,P,158945756544,N,AB,0,107021,33554432,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [1], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,4,696,0,0,2600.0,1704089122,A,4000,P,158945756544,N,AB,0,107021,33554432,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [1], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,4,696,0,0,2600.0,1704104176,A,4000,P,158945756544,N,AB,0,107021,33554432,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [1], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,4,696,0,0,2600.0,1704144943,A,4000,P,158945756544,N,AB,0,107021,33554432,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [1], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,1,704,0,0,,1704135905,A,4000,P,158945757952,N,AB,0,107021,16777216,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [0], '7': []}",0.0,CE.READ,DDR4,P
2,0,32,4,704,0,0,2600.0,1704135903,A,4000,P,158945757952,N,AB,0,107021,16777216,101410,"{'0': [], '1': [], '2': [], '3': [], '4': [], '5': [], '6': [0], '7': []}",0.0,CE.READ,DDR4,P
