BankId,BankgroupId,Capacity,ChannelId,ColumnId,CpuId,DimmId,FrequencyMHz,LogTime,Manufacturer,MaxSpeedMHz,McaBank,MciAddr,Model,PN,RankId,RetryRdErrLog,RetryRdErrLogParity,RowId,burst_info,deviceID,error_type_full_name,memory_type,region
1,0,32,0,104,1,0,2600.0,1704164109,B,4000,P,374739052160,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,200,1,0,2600.0,1704164109,B,4000,P,374739061376,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,296,1,0,2600.0,1704164109,B,4000,P,374739070592,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,392,1,0,2600.0,1704164109,B,4000,P,374739079808,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,488,1,0,2600.0,1704164109,B,4000,P,374739089024,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,520,1,0,2600.0,1704164109,B,4000,P,374739141248,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,616,1,0,2600.0,1704164109,B,4000,P,374739150464,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,712,1,0,2600.0,1704164109,B,4000,P,374739159680,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,8,1,0,2600.0,1704164109,B,4000,P,374739042944,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,808,1,0,2600.0,1704164109,B,4000,P,374739168896,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,904,1,0,2600.0,1704164109,B,4000,P,374739178112,N,CC,0,43023,1879105536,106496,,,CE.SCRUB,DDR4,P
1,0,32,0,272,1,0,2600.0,1704182966,B,4000,P,400508872704,N,CC,0,43023,1879105536,122880,,,CE.SCRUB,DDR4,P
1,0,32,0,392,1,0,2600.0,1704182966,B,4000,P,400508883584,N,CC,0,43023,1879105536,122880,,,CE.SCRUB,DDR4,P
1,0,32,0,40,1,0,2600.0,1704182966,B,4000,P,400508849792,N,CC,0,43023,1879105536,122880,,,CE.SCRUB,DDR4,P
1,0,32,0,464,1,0,,1704156486,B,4000,P,400508891136,N,CC,0,107021,16,122880,"{'0': [], '1': [12], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}",3.0,CE.READ,DDR4,P
1,0,32,0,464,1,0,2600.0,1704156482,B,4000,P,400508891136,N,CC,0,107021,16,122880,"{'0': [], '1': [12], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}",3.0,CE.READ,DDR4,P
1,0,32,0,512,1,0,2600.0,1704182966,B,4000,P,400508944896,N,CC,0,43023,1879105536,122880,,,CE.SCRUB,DDR4,P
1,0,32,0,648,1,0,2600.0,1704162778,B,4000,P,400508957312,N,CC,0,107021,128,122880,"{'0': [], '1': [15], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}",3.0,CE.READ,DDR4,P
1,0,32,0,720,1,0,2600.0,1704163393,B,4000,P,400508964864,N,CC,0,43023,1879105536,122880,,,CE.READ,DDR4,P
1,0,32,0,752,1,0,2600.0,1704163393,B,4000,P,400508967936,N,CC,0,43023,1879105536,122880,,,CE.READ,DDR4,P
1,0,32,0,80,1,0,,1704152151,B,4000,P,400508854272,N,CC,0,107021,524288,122880,"{'0': [], '1': [], '2': [], '3': [], '4': [15], '5': [], '6': [], '7': []}",3.0,CE.READ,DDR4,P
1,0,32,0,80,1,0,2600.0,1704152141,B,4000,P,400508854272,N,CC,0,107021,524288,122880,"{'0': [], '1': [], '2': [], '3': [], '4': [15], '5': [], '6': [], '7': []}",3.0,CE.READ,DDR4,P
1,0,32,0,872,1,0,2600.0,1704179281,B,4000,P,400508978816,N,CC,0,43023,1879105536,122880,,,CE.READ,DDR4,P
1,0,32,0,976,1,0,2600.0,1704150901,B,4000,P,400508989440,N,CC,0,107017,851977,122880,"{'0': [12, 15], '1': [], '2': [], '3': [], '4': [12, 14, 15], '5': [], '6': [], '7': []}",3.0,CE.READ,DDR4,P
1,0,32,0,1000,1,0,2600.0,1704182966,B,4000,P,400509187712,N,CC,0,43023,1879105536,122881,,,CE.SCRUB,DDR4,P
1,0,32,0,104,1,0,2600.0,1704182966,B,4000,P,400509052544,N,CC,0,43023,1879105536,122881,,,CE.SCRUB,DDR4,P
1,0,32,0,288,1,0,2600.0,1704182966,B,4000,P,400509070848,N,CC,0,43023,1879105536,122881,,,CE.SCRUB,DDR4,P
1,0,32,0,392,1,0,2600.0,1704182966,B,4000,P,400509080192,N,CC,0,43023,1879105536,122881,,,CE.SCRUB,DDR4,P
1,0,32,0,512,1,0,2600.0,1704150933,B,4000,P,400509141504,N,CC,0,107021,32768,122881,"{'0': [], '1': [], '2': [], '3': [15], '4': [], '5': [], '6': [], '7': []}",3.0,CE.READ,DDR4,P
